business,category,subcategory,question,answer
BANCOPPEL,Depositos,Help,¿Puedo cobrar dinero del extranjero en BanCoppel?,"Con el servicio de Envíos de Dinero BanCoppel podrás recibir tu dinero del extranjero y cobrarlo con estas opciones:<br><br>
<strong>Depósito a Cuenta:</strong><br><br>
- Sin hacer filas.<br>
- Tu dinero llega directo a tu cuenta.<br><br>
Lo único que necesitas para recibir tu dinero de esta manera es tener una Cuenta Efectiva BanCoppel y enviarle a tu familiar tu número de tarjeta (16 dígitos) o cuenta (11 dígitos). <br><br>
Además tienes estos beneficios:<br><br>
- Recibe hasta 3,000 dólares diarios o su equivalente en pesos.<br>
- No tienes límite de envíos.<br>
- Te notificaremos mediante un SMS cuando recibas tu dinero.<br><br>
<strong>En Sucursal:</strong><br><br>
- Con más de 1,200 sucursales en todo México.<br>
- Abiertas de lunes a domingo.<br>
- Con horarios extendidos.<br><br>
En BanCoppel te damos la seguridad que solo tu podrás cobrar tu dinero mediante tu huella digital.<br><br>
Lo único que necesitas para cobrarlo es presentar tu Clave de envío (10, 11 o 12 dígitos), y una identificación oficial vigente (INE o Pasaporte) para poder registrar tu huella digital.<br><br>
Además tienes estos beneficios: <br><br>
- BanCoppel no te cobra comisión por recibir tu envío en México.<br>
- Puedes cobrar tu envío de dinero en cualquier sucursal  BanCoppel.<br>
- Tus cobros serán más rápidos y seguros ya que cobrarás con tu huella digital.<br><br>
Una vez registrada tu huella, podrás cobrar tus próximos envíos solo con tu clave de envío y tu huella digital la cual autenticará tu identidad."
BANCOPPEL,Tarjeta,Help,¿Qué promociones tengo al pagar con mi tarjeta?,"<img src=""https://centrodeayuda.bancoppel.com/hc/article_attachments/360087727294/image-0.png"" alt=""""><br><br>
Conoce todas las promociones que tienes al pagar con tus Tarjetas BanCoppel en: <br><br>
- Restaurantes<br>
- Farmacias<br>
- Escuelas<br>
- Papelerías<br>
- Ópticas<br>
- Clínicas Dentales<br><br>
Entre muchos más…. <br><br>
Da clic aquí para más información:<br><br>
https://promocionesbancoppel.com/"
BANCOPPEL,Tarjeta,Help,¿Cómo puedo reportar mi tarjeta?,"Si te robaron, extraviaste o tienes un cargo no reconocido  en tu tarjeta puedes reportarla:<br><br>
- Enviando un mensaje de texto al 98000 con la palabra ROBO o EXTRAVIO (según sea el caso) más los últimos 4 dígitos de tu tarjeta.<br>
  Ejemplo: ROBO(deja un espacio)1234<br>
  <img src=""https://centrodeayuda.bancoppel.com/hc/article_attachments/360088889813/image-0.png"" alt=""""><br>
- En tu sesión de Banca por Internet dando clic en el botón de ""Reporte de Tarjetas"".<br>
  <img src=""https://centrodeayuda.bancoppel.com/hc/article_attachments/360088889793/image-1.png"" alt=""""><br>
- En nuestra línea de Atención a Clientes: 800 1226 7735 (las 24 horas del día, los 365 días del año)<br>
- Directamente en Sucursal"
BANCOPPEL,Tarjeta,Help,¿Como puedo hacer compras más seguras en linea o por teléfono?,"Para realizar compras y por tu seguridad debes activar el Código de Seguridad Dinámico desde App BanCoppel para proteger los datos de tus Tarjetas ya sea en línea o por teléfono. <br><br>
Si aún no la has activado da click aquí y conoce cómo hacerlo de manera muy fácil:<br><br>
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/RDujLbVXxw4?controls=0"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>"
BANCOPPEL,Tarjeta,Help,¿Cómo realizo un Retiro sin Tarjeta?,"Realizar retiros sin tarjeta desde la App BanCoppel es muy sencillo, solo tienes que seguir estos pasos:<br><br>
<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/irykt6FqGns?controls=0"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe><br><br>
Si tienes dudas puedes comunicarte con nuestro Anfitrión Digital al 800 1226 7735 donde con gusto te apoyara."
BANCOPPEL,Cuenta,Help,Cuenta Efectiva Jóvenes,"Si tienes entre 14 y 17 años aprende a administrar tu dinero con la Cuenta Efectiva Jóvenes, es muy fácil de obtener ya que la puedes abrir en cualquier sucursal.<br><br>
Los requisitos son:<br><br>
1.- Identificación oficial vigente con fotografía del padre o tutor (INE, pasaporte). <br>
2.- Identificación oficial vigente con fotografía del joven (credencial escolar, pasaporte) <br>
3.- Comprobante de domicilio (no mayor a 3 meses).<br>
4.- Presentar el acta de nacimiento del joven para saber quien es el padre o la madre o una sentencia judicial en donde se defina al tutor."
BANCOPPEL,Cuenta,Help,¿Cómo puedo abrir una Cuenta Efectiva Digital?,"Administrar tu dinero ¡es muy fácil! para abrir una Cuenta Efectiva Digital solo tienes que acudir a cualquier Sucursal BanCoppel y cumplir con los siguientes requisitos: <br><br>
1.- Identificación oficial vigente con fotografía (INE, pasaporte). En caso de ser extranjero, presentar pasaporte vigente y documento migratorio FMM.  <br>
2.- Comprobante de domicilio (no mayor a 3 meses).<br>"
BANCOPPEL,Cuenta,Help,Cuenta Efectiva Cheques,"La Cuenta Efectiva Cheques es fácil de obtener ya que la puedes abrir en cualquier sucursal y es de gran ayuda para que empieces a ahorrar y cumplir tus metas. <br><br>
Los requisitos son:<br><br>
1.- Identificación oficial vigente con fotografía (INE, pasaporte). <br>
2.- En caso de ser extranjero, presentar pasaporte vigente y documento migratorio FMM.   <br>
3.- Comprobante de domicilio (no mayor a 3 meses).<br>"
BANCOPPEL,Cuenta,Help,¿En dónde puedo enviar(transferir) dinero a otras cuentas?,"Los medios para enviar dinero a cuentas BanCoppel y otros bancos son los siguientes:<br><br>
- Banca por Internet<br>
- App BanCoppel<br>
- Cajeros Automáticos Bancoppel <br><br>
Para más información da clic aquí: <br><br>
https://www.bancoppel.com/sinfilas/home/"
BANCOPPEL,Cuenta,Help,¿Qué necesito para recibir mi nómina en BanCoppel?,"La portabilidad de nómina es el derecho que tienes por ser el titular de la cuenta en donde te depositan tu salario, de transferir la totalidad de los recursos depositados a tu cuenta efectiva en BanCoppel sin que la institución que transfiera tus recursos pueda cobrar penalización alguna por utilizar este servicio. <br><br>
Para poder recibir tu nómina en BanCoppel lo único que necesitas es tener una Cuenta Efectiva Digital, solicitar tu portabilidad desde Banca por internet o bien en cualquiera de nuestras Sucursales. Para ello es necesario contar con tu Identificación Oficial y El contrato, estado de cuenta o tarjeta de débito correspondiente desde la que quieres hacer la transferencia de tus recursos."
