BUSINESS,CATEGORY,TOPIC,SUBTOPIC,QUESTION,ANSWER
CNSC,Chatbot,Evaluación del Desempeño Laboral,Concertación y Ajustes de Compromisos,Qué sucede si evaluado y evaluador no llegan a un acuerdo durante el término señalado para la fase de concertación de compromisos laborales?,"Serán fijados por el evaluador dentro de los tres días hábiles siguientes, dejando constancia con firma de un testigo que desempeñe un empleo igual o superior al del evaluado; quien podrá presentar la respectiva reclamación ante la Comisión de Personal, dentro de los dos días hábiles siguientes."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,Si se presenta cambio de evaluador debo concertar nuevos compromisos?,"No, seguirán siendo los compromisos aprobados entre el evaluador y el evaluado al inicio del periodo, sin embargo, el anterior evaluador deberá realizar una evaluación parcial eventual antes del retiro del cargo."
CNSC,Chatbot,SIMO,Registro,Cómo cargo mi hoja de vida en SIMO?,"Para facilitar el proceso debe ingresar al siguiente enlace: https://simo.cnsc.gov.co/cnscwiki/doku.php?id=simo:documentos:manual_ciudadano#administracion_hoja_de_vida_ciudadano ,  donde se indica paso a paso la forma de cargar los documentos de la hoja de vida."
CNSC,Chatbot,SIMO,Soporte,Cómo recupero mi usuario y contraseña?,"Debe ingresar a SIMO (simo.cnsc.gov.co), seleccionar la opción: ""Si olvidó su Contraseña haga click aquí"", le será solicitado su número de documento de identificación, usuario o correo electrónico, para posteriormente dar clic en ""Recuperar Contraseña"". SIMO le enviará un mensaje al correo registrado, informando su usuario y un enlace que debe seguir, para restablecer la contraseña."
CNSC,Chatbot,SIMO,Soporte,Cuál es el procedimiento para cambio de correo electrónico?,"Enviar solicitud indicando el nuevo correo que debe ser registrado en SIMO, adjuntado copia legible de cédula de ciudadanía a través de los canales autorizados: 
 • Atención personalizada: Sede Carrera 16 Número 96 64 Bogotá. Horario de Atención al Ciudadano: lunes a viernes de 7:30 a.m. a 5:00 p.m. .
 • Aplicativo Ventanilla Única, en el siguiente enlace http://gestion.cnsc.gov.co/cpqr/. Aplicación web que permite realizar el registro de las Peticiones, Quejas, Reclamos, consultas y sugerencias en la Comisión Nacional del Servicio Civil.
 • Radicación de correspondencia: Sede principal Carrera 16 Número 96 64 piso 7 Bogotá, horario de lunes a viernes de 7:30 a.m. a 5:00 p.m. .
 • Atención Telefónica, los ciudadanos pueden comunicarse con nuestra línea de atención al ciudadano: 57 (1) 3 25 97 00 de lunes a viernes de 7:30 a.m. a 5:00 p.m. .
 • Correo Institucional: atencionalciudadano@cnsc.gov.co .
 • Chat: en tiempo real los cibernautas son orientados sobre temas de competencia de la CNSC, obteniendo respuesta de manera inmediata. El ciudadano debe ingresar a través del siguiente enlace: http://204.199.73.232/customerchat/ ."
CNSC,Chatbot,SIMO,Soporte,Cuál es el procedimiento para corrección de número de documento de identidad?,"Enviar solicitud indicando el número errado y número correcto de documento de identidad, adjuntado copia legible del documento de identidad a través de los canales autorizados: 
 • Atención personalizada: Sede Carrera 16 Número 96 64 Bogotá. Horario de Atención al Ciudadano: lunes a viernes de 7:30 a.m. a 5:00 p.m. .
 • Aplicativo Ventanilla Única, en el siguiente enlace: http://gestion.cnsc.gov.co/cpqr/. Aplicación web que permite realizar el registro de las Peticiones, Quejas, Reclamos, consultas y sugerencias en la Comisión Nacional del Servicio Civil.
 • Radicación de correspondencia: Sede principal Carrera 16 Número 96 64 piso 7 Bogotá, horario de lunes a viernes de 7:30 a.m. a 5:00 p.m. .
 • Atención Telefónica, los ciudadanos pueden comunicarse con nuestra línea de atención al ciudadano: 57 (1) 3 25 97 00 de lunes a viernes de 7:30 a.m. a 5:00 p.m. .
 • Correo Institucional: atencionalciudadano@cnsc.gov.co .
 • Chat: en tiempo real los cibernautas son orientados sobre temas de competencia de la CNSC, obteniendo respuesta de manera inmediata. El ciudadano debe ingresar a través del siguiente enlace: http://204.199.73.232/customerchat/ ."
CNSC,Chatbot,SIMO,Soporte,Cuál es el procedimiento para liberación de un número de cédula de ciudadanía que se encuentra registrada con otro nombre?,"Debe enviar la solicitud de liberación de cédula, adjuntando copia legible de cédula de ciudadanía a través de los canales autorizados: 
 • Atención personalizada: Sede Carrera 16 Número 96 64 Bogotá. Horario de Atención al Ciudadano: lunes a viernes de 7:30 a.m. a 5:00 p.m. .
 • Aplicativo Ventanilla Única, en el siguiente enlace: http://gestion.cnsc.gov.co/cpqr/. Aplicación web que permite realizar el registro de las Peticiones, Quejas, Reclamos, consultas y sugerencias en la Comisión Nacional del Servicio Civil.
 • Radicación de correspondencia: Sede principal Carrera 16 Número 96 64 piso 7 Bogotá, horario de lunes a viernes de 7:30 a.m. a 5:00 p.m. .
 • Atención Telefónica, los ciudadanos pueden comunicarse con nuestra línea de atención al ciudadano: 57 (1) 3 25 97 00 de lunes a viernes de 7:30 a.m. a 5:00 p.m. .
 • Correo Institucional: atencionalciudadano@cnsc.gov.co .
 • Chat: en tiempo real los cibernautas son orientados sobre temas de competencia de la CNSC, obteniendo respuesta de manera inmediata. El ciudadano debe ingresar a través del siguiente enlace: http://204.199.73.232/customerchat/ ."
CNSC,Chatbot,SIMO,Soporte,"No he podido ingresar a simo, la página no carga qué puedo hacer?",Se recomienda utilizar el navegador Google Chrome o Mozilla y borrar historial de navegación y cookies
CNSC,Chatbot,Evaluación del Desempeño Laboral,Definición,Qué es un sistema tipo de Evaluación de Desempeño?,"Es el sistema de evaluación del desempeño laboral desarrollado por la CNSC, el cual se aplica a los empleados públicos de carrera y en período de prueba que presten sus servicios en las entidades públicas que se rigen por la Ley 909 de 2004, mientras desarrollan sus propios sistemas de evaluación."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Definición,Qué es un sistema propio de Evaluación de Desempeño?,"Es el sistema de Evaluación del Desempeño Laboral que deben desarrollar las entidades acorde con los criterios legalmente establecidos y particularidades institucionales, el cual deberá ser aprobado por la CNSC."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,Cuál es el instrumento que deben utilizar para la Evaluación de Desempeño las entidades que no cuentan con sistema propio aprobado?,"Es el aplicativo EDL, sistema Tipo aprobado por la Comisión Nacional del Servicio Civil y puesto a disposición para que las entidades registren las diferentes fases establecidas en el acuerdo 617 de 2018."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Concertación y Ajustes de Compromisos,"Finalizado y aprobado el período de prueba, se deben concertar nuevamente los compromisos?","Sí, se deben fijar dentro de los 15 días hábiles siguientes a la finalización del periodo de prueba."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Concertación y Ajustes de Compromisos,"Cuándo el evaluador no concerta los compromisos, qué puede hacer el evaluado y ante quién?","El evaluado deberá remitir una propuesta de compromisos al evaluador, de no existir consenso el evaluador procederá a fijarlos y el evaluado podrá presentar reclamación ante la Comisión de Personal dentro de los dos días hábiles siguientes."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Concertación y Ajustes de Compromisos,Cuántos compromisos funcionales se pueden concertar?,"En el período anual, no deberá ser superior a cinco; en período de prueba máximo podrán ser tres."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Concertación y Ajustes de Compromisos,Cuántos compromisos comportamentales se pueden concertar?,Para los períodos anual y de prueba será entre tres y cinco.
CNSC,Chatbot,Evaluación del Desempeño Laboral,Concertación y Ajustes de Compromisos,Qué competencia tiene la Comisión de Personal respecto a la concertación de compromisos?,La Comisión de Personal resolverá en única instancia las reclamaciones de los evaluados inconformes con la concertación de los compromisos.
CNSC,Chatbot,Evaluación del Desempeño Laboral,Concertación y Ajustes de Compromisos,"Cuándo no se concertan los compromisos laborales, en razón a una incapacidad presentada por el evaluado, cómo procede la evaluación?","Terminada la incapacidad, se concertarán los compromisos y la calificación definitiva corresponderá a los días efectivamente laborados."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,Cuales son los niveles de calificación?,"Nivel sobresaliente con porcentaje mayor o igual al 90 por ciento 
 Nivel satisfactorio con porcentaje mayor al 65 por ciento y menor al 90 por ciento
 Nivel no satisfactorio con porcentaje menor o igual al 65 por ciento"
CNSC,Chatbot,Evaluación del Desempeño Laboral,Concertación y Ajustes de Compromisos,Se debe concertar un compromiso funcional por cada meta definida para el área o dependencia?,"No, los compromisos funcionales desarrollan el propósito del empleo y las funciones orientadas al cumplimiento de las metas institucionales del área o la dependencia, el jefe inmediato y el evaluado deben al establecer los compromisos definir a qué meta se aportará con el cumplimiento de éstos."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Concertación y Ajustes de Compromisos,En qué momento puedo ajustar los compromisos laborales concertados al inicio del periodo?,"En cualquier momento durante el periodo anual o periodo de prueba, siempre y cuando se presente alguna de las situaciones específicas mencionadas en el Anexo técnico del acuerdo 617 de 2018."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,Es posible evaluar a los servidores en provisionalidad haciendo uso del aplicativo EDL?,"No es posible evaluar a los servidores públicos que se encuentren en provisionalidad con el aplicativo EDL diseñado por la CNSC, al tiempo que el instrumento utilizado tampoco se encuentra sujeto a la aprobación o validación de la CNSC."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,Cuáles son los periodos de evaluación anual ordinaria?,"Primer semestre: 1 de febrero a 31 de julio de cada año 
 Segundo semestre: 1 de agosto a 31 de enero del año siguiente"
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,"En una dependencia que estuvo sin evaluador, quién hace la evaluación de ese período?",El nuevo jefe inmediato ó superior jerárquico deberá realizar la evaluación basado en las evidencias aportadas.
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,"Quién responde por la evaluación de un funcionario, cuando el evaluador responsable se retira sin cumplir con su obligación de evaluar?","El superior inmediato o quien designe el jefe de la entidad, deberá consolidar la información y asumirá la evaluación del periodo no evaluado con base en las evidencias aportadas."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,La evaluación semestral se hace sobre el 100 por ciento?,"Si, sin embargo la valoración dependerá de la cantidad de días laborados tanto en el periodo semestral como en el final."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,"Cuando el nominador designa a otro funcionario como evaluador, producto de una recusación y este debe efectuar una evaluación semestral, cómo se garantiza que la evaluación va a ser objetiva?","El acto administrativo que designa otro evaluador, ordenará la entrega de los documentos que obren sobre el desempeño laboral del evaluado; por tal razón, el nuevo evaluador deberá realizar la evaluación conforme a las evidencias aportadas en cumplimiento de los compromisos."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,Cómo se debe realizar la calificación definitiva para los funcionarios que se encuentran en encargo?,"Al finalizar el período de evaluación anual el resultado de la calificación definitiva corresponderá a la sumatoria de las evaluaciones parciales eventuales, entre ellas la de situación del encargo."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,Cómo se debe realizar la evaluación para funcionarios de carrera que se encuentran mediante encargo en un empleo de libre nombramiento y remoción?,"Se realizará evaluación parcial eventual hasta la fecha que se separa de su cargo titular, al finalizar el encargo se seguirá evaluando bajo los compromisos iniciales; para la calificación se tendrá en cuenta los días laborados en el cargo del que es titular sin promediar los días del encargo."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,La calificación en un empleo de libre nombramiento y remoción puede ser sumada con la calificación en un empleo de carrera administrativa?,"No, la calificación de un empleo de libre nombramiento y remoción a través de la figura de encargo o de comisión, no podrá ser sumada con la calificación de un empleo de carrera o ser tenida en cuenta para aplicar un beneficio o derecho preferencial que otorga la carrera como lo es el encargo."
CNSC,Chatbot,Evaluación del Desempeño Laboral,Evaluaciones,"Si la evaluación de gestión por áreas o dependencias no se realizó, se afectaría la evaluación anual del funcionario de carrera administrativa?","No, toda vez que la evaluación de gestión por áreas o dependencias se considera un “insumo” para la concertación de compromisos y no se tendrá en cuenta en el marco del proceso de calificación."
